"";"Estado";"emp";"sit";"setor";"esp";"dep";"PL";"lucros";"gov_ca";"gov_cf";"gov_aud";"maior_rem";"plr_rva";"qde_empregados";"desp_investimento";"desp_pessoal";"Dividendos";"Subvenção";"Subvenção (anterior)";"Reforço de Capital";"Reforço de Capital (anterior)";"link";"Nome_estado";"REGIAO";"gov";"result_NA";"Resultado para o Estado Acionista"
"143";"PA";"EMPRESA DE PROCESSAMENTO DE DADOS";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Dependente";39193278,52;6557758,87;"SIM";"SIM";"NÃO";"58198.699999999997";"Não";356;6553916,01;55738871,89;0;57490917,96;55167695,02;0;0;NA;"Pará";"Norte";FALSE;FALSE;-57490917,96
"144";"PA";"EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-25783998,85;-47612637,27;"SIM";"SIM";"NÃO";"242474.22";"Não";960;0;107904839,09;0;0;0;0;0;NA;"Pará";"Norte";FALSE;FALSE;0
"145";"PA";"COMPANHIA DE DESENVOLVIMENTO ECONÔMICO DO PARÁ";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";57744799,27;2080631,18;"SIM";"SIM";"NÃO";"3649916.29";"Não";42;2463500,48;5179013,16;0;5023115,11;4323168,75;0;0;NA;"Pará";"Norte";FALSE;FALSE;-5023115,11
"146";"PA";"COMPANHIA DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";96328126,36;20548171,61;"SIM";"SIM";"SIM";"258276";"Não";52;27302345,82;3827411,37;0;27115449,95;9275907,51;0;0;NA;"Pará";"Norte";TRUE;FALSE;-27115449,95
"147";"PA";"COMPANHIA DE GÁS DO PARÁ";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";490000;-1248;"SIM";"SIM";"NÃO";"29040";"Não";3;0;354161;0;0;0;0;0;"https://www.gasdopara.com.br/transparencia-publica/carta-anual-de-governanca";"Pará";"Norte";FALSE;FALSE;0
"148";"PA";"COMPANHIA ADM. DA ZONA DE PROCESSAMENTO DE EXPORTAÇÃO DE BARCARENA";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";24698207,41;-452845,31;"SIM";"SIM";"NÃO";"0";"Não";0;0;0;0;0;0;1010000;3e+05;NA;"Pará";"Norte";FALSE;FALSE;-1010000
"149";"PB";"Companhia Paraibana de Gás";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";66781352,66;2004823,64;"SIM";"SIM";"SIM";"220230.72";"Não";67;4065901,54;15782230,31;607825,18;0;0;0;0;"http://www.pbgas.com.br/wp-content/uploads/2011/05/CAPPGC-2019.pdf";"Paraíba";"Nordeste";TRUE;FALSE;607825,18
"150";"PB";"Companhia Docas da Paraíba";"ATIVA";"PORTOS E HIDROVIAS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";52278548,42;1322217,99;"SIM";"SIM";"NÃO";"244317";"Não";42;372817,09;2518605,62;0;0;0;0;0;NA;"Paraíba";"Nordeste";FALSE;FALSE;0
"151";"PB";"Laboratório Industrial Farmacêutico do Estado da Paraíba S/A";"ATIVA";"SAÚDE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";213870,33;-537558,47;"SIM";"SIM";"NÃO";"62400";"Não";14;0;589851,64;0;782939,49;0;0;0;NA;"Paraíba";"Nordeste";FALSE;FALSE;-782939,49
"152";"PB";"Empresa Paraibana de Turismo S/A";"ATIVA";"TURISMO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";2203208,14;-193862,74;"SIM";"SIM";"NÃO";"120192";"Não";63;0;1744628,29;0;2215216,66;2593626,3;0;0;NA;"Paraíba";"Nordeste";FALSE;FALSE;-2215216,66
"153";"PB";"Empresa de Assistência Técnica e Extensão Rural da Paraíba";"EM LIQUIDAÇÃO";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";863471,38;-802,43;"SIM";"SIM";"NÃO";"0";"Não";0;0;0;0;0;57256417,68;0;0;"http://empaer.pb.gov.br/pdf/carta-anual-de-politicas-publicas-e-governanca-corporativa-2020.pdf";"Paraíba";"Nordeste";FALSE;FALSE;0
"154";"PB";"Companhia Estadual de Habitação Popular";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";28188218,38;-1730557,42;"SIM";"SIM";"NÃO";"169861";"Não";260;0;11133359,49;0;17604888;17187184;1954213;0;NA;"Paraíba";"Nordeste";FALSE;FALSE;-19559101
"155";"PB";"Companhia de Desenvolvimento da Paraíba";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";14290529,4;1132305,15;"SIM";"SIM";"NÃO";"185716.23999999999";"Não";86;884729,2;3270648,39;0;4394926,43;4760116,39;0;0;NA;"Paraíba";"Nordeste";FALSE;FALSE;-4394926,43
"156";"PB";"Companhia de Água e Esgotos da Paraíba";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";973407000;7988000;"SIM";"SIM";"SIM";"658057.41000000003";"Não";2865;30184483,38;406892000;0;0;0;3420000;19531000;"http://www.cagepa.pb.gov.br/carta-anual/";"Paraíba";"Nordeste";TRUE;FALSE;-3420000
"157";"PB";"Companhia de Processamento de Dados da Paraíba";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";4693656,9;-5558385,54;"SIM";"SIM";"NÃO";"291166.65000000002";"Não";205;4695978,86;23699391,23;0;0;0;0;0;NA;"Paraíba";"Nordeste";FALSE;FALSE;0
"158";"PB";"PBTUR Hotéis S/A";"ATIVA";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";10710457,39;-931902,89;"SIM";"SIM";"NÃO";"15974.76";"Não";4;0;79434,48;0;50729,68;96787;0;0;NA;"Paraíba";"Nordeste";FALSE;FALSE;-50729,68
"159";"PB";"Empresa Estadual de Pesquisa Agropecuária";"EM LIQUIDAÇÃO";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";5968979;-753895;"SIM";"SIM";"NÃO";"0";"Não";0;0;0;0;0;5726394;0;0;NA;"Paraíba";"Nordeste";FALSE;FALSE;0
"160";"PB";"Companhia de Desenvolvimento de Recursos Minerais da Paraíba";"EM LIQUIDAÇÃO";"MINERAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";13538490,26;-693896,52;"NÃO";"NÃO";"NÃO";"0";"Não";0;0;0;0;0;0;0;0;NA;"Paraíba";"Nordeste";FALSE;FALSE;0
"161";"PB";"Empresa Paraibana de Comunicação";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Dependente";21075268,5;1315665,13;"SIM";"SIM";"NÃO";"166000";"Não";298;282747,6;9729296,19;0;3336570,64;4425576,77;0;0;"https://auniao.pb.gov.br/noticias/caderno_diversidade/CartaAnual2020.pdf";"Paraíba";"Nordeste";FALSE;FALSE;-3336570,64
"162";"PB";"Empresa Paraibana de Pesquisa. Extensão Rural e Regularização Fundiária";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";1481749,48;1665958,52;"SIM";"SIM";"NÃO";"292024.15000000002";"Não";834;253344,24;87698829,93;0;121560125,27;53694257,2;0;0;NA;"Paraíba";"Nordeste";FALSE;FALSE;-121560125,27
"163";"PB";"Empresa Paraibana de Abastecimento e Serviços Agrícolas";"EM LIQUIDAÇÃO";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"EMPRESA PÚBLICA";"Dependente";-11858124,71;-2182496,25;NA;NA;NA;"0";"Não";0;0;16194425,36;0;0;0;0;0;NA;"Paraíba";"Nordeste";FALSE;FALSE;0
"164";"PE";"PERNAMBUCO PARTICIPAÇÕES e INVESTIMENTOS SA - PERPART";"ATIVA";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-296866834,34;13359925,81;"SIM";"SIM";"NÃO";"164583.54000000001";"Não";969;0;73331432,28;0;87813815,56;88205685,49;6594960,28;28516284,51;"https://www.perpart.pe.gov.br/?page_id=2872";"Pernambuco";"Nordeste";FALSE;FALSE;-94408775,84
"165";"PE";"COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS - CEHAB";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";41817966;-4332875,72;"SIM";"SIM";"NÃO";"112544.92999999999";"Não";0;64200733,67;11421093,87;0;57119174,9;69812588,56;0;0;"http://www.cehab.pe.gov.br/web/cehab/65";"Pernambuco";"Nordeste";FALSE;FALSE;-57119174,9
"166";"PE";"PORTO DO RECIFE S/A";"ATIVA";"PORTOS E HIDROVIAS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";24526750;-7309459,31;"SIM";"SIM";"NÃO";"228489.98000000001";"Não";19;0;11652164,5;0;0;0;13491299,99;6210000;"https://www.portodorecife.pe.gov.br/governanca-corporativa.php";"Pernambuco";"Nordeste";FALSE;FALSE;-13491299,99
"167";"PE";"COMPANHIA PERNAMBUCANA DE SANEAMENTO - COMPESA";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";6625973331,69;177238965,3;"SIM";"SIM";"SIM";"543225.45999999996";"Sim";3206;611285566;479675112,58;41426906,78;0;0;281033687,71;71691803,33;"https://servicos.compesa.com.br/governanca/";"Pernambuco";"Nordeste";TRUE;FALSE;-239606780,93
"168";"PE";"CONSORCIO DE TRANSPORTES DA REGIAO METROPOLITANA DO RECIFE";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";-171112692;-2216333,97;"NÃO";"SIM";"NÃO";"258296.06";"Não";258;78152;66425591;0;186430862;201990551,07;0;0;"https://www.granderecife.pe.gov.br/sitegrctm/transparencia/governanca-corporativa/lei-das-estatais-13-303-16/";"Pernambuco";"Nordeste";FALSE;FALSE;-186430862
"169";"PE";"AGENCIA DE DESENVOLVIMENTO ECONOMICO DE PERNAMBUCO SA - ADDIPER";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";171364966,98;-2751663;"SIM";"SIM";"NÃO";"132561.66";"Não";45;8553244,69;25704085,21;6400000;0;0;0;0;"https://www.addiper.pe.gov.br/index.php/cartas-anuais/";"Pernambuco";"Nordeste";FALSE;FALSE;6400000
"170";"PE";"LABORATÓRIO FARMACÊUTICO DO ESTADO DE PE GOV MIGUEL ARRAES S/A - LAFEPE";"ATIVA";"SAÚDE";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";176205913,5;30215455;"SIM";"SIM";"NÃO";"276760.03000000003";"Sim";440;2135376;42919092;33732029;0;0;0;0;"https://www.lafepe.pe.gov.br/governanca";"Pernambuco";"Nordeste";FALSE;FALSE;33732029
"171";"PE";"INSTITUTO AGRONÔMICO DE PERNAMBUCO -IPA";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";34816001;-1141215,85;"SIM";"SIM";"NÃO";"179100.98999999999";"Não";853;6489999,44;60425540,86;0;95257616,53;92391578,22;0;0;"http://www.ipa.br/novo/pdf/transparencia/carta-anual-compromisso-02-rev.pdf";"Pernambuco";"Nordeste";FALSE;FALSE;-95257616,53
"172";"PE";"COMPANHIA EDITORA DE PERNAMBUCO - CEPE";"ATIVA";"COMUNICAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";59849249;-15415774,89;"SIM";"SIM";"NÃO";"199060.41";"Não";142;120252,98;12942336;0;0;0;0;0;"https://www.cepe.com.br/governanca-corporativa";"Pernambuco";"Nordeste";FALSE;FALSE;0
"173";"PE";"EMPRESA DE TURISMO DE PERNAMBUCO GOVERNADOR EDUARDO CAMPOS - EMPETUR";"ATIVA";"TURISMO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";194778842,19;-11333581,26;"SIM";"SIM";"NÃO";"353753.40000000002";"Não";140;44570,68;26339701,03;0;82461364,96;73189284,52;0;0;"http://www.empetur.pe.gov.br/web/setur/lei-das-estatais";"Pernambuco";"Nordeste";FALSE;FALSE;-82461364,96
"174";"PE";"SUAPE - COMPLEXO INDUSTRIAL PORTUARIO GOVERNADOR ERALDO GUEIROS";"ATIVA";"PORTOS E HIDROVIAS";"EMPRESA PÚBLICA";"Não Dependente";3170923055,61;56953754,39;"SIM";"SIM";"SIM";"475644.77000000002";"Sim";125;20497343,85;46169222,3;0;0;0;2324673,42;721350;"http://www.suape.pe.gov.br/pt/transparencia/governanca-corporativa/carta-anual-de-politicas-publicas-e-de-governanca-corporativa";"Pernambuco";"Nordeste";TRUE;FALSE;-2324673,42
"175";"PE";"AGENCIA DE FOMENTO DO ESTADO DE PERNAMBUCO SA - AGE";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";52727338,75;-953992,64;"SIM";"SIM";"NÃO";"197600";"Não";47;0;5089971,49;0;0;0;6400000;0;"http://www.age.pe.gov.br/governancacorporativa";"Pernambuco";"Nordeste";FALSE;FALSE;-6400000
"176";"PE";"EMPRESA PERNAMBUCANA DE TRANSPORTE COLETIVO INTERMUNICIPAL - EPTI";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";3483118,82;971088,01;"SIM";"SIM";"NÃO";"132888.23000000001";"Não";0;46841,6;2698733,03;0;2435520,02;2016457,39;0;0;"https://www.epti.pe.gov.br/carta-anual-de-politicas-publicas-e-governanca-corporativa/";"Pernambuco";"Nordeste";FALSE;FALSE;-2435520,02
"177";"PE";"EMPRESA PERNAMBUCO DE COMUNICAÇÃO SA ¿ EPC";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Dependente";6406181;-847134;"SIM";"SIM";"NÃO";"103652.89999999999";"Não";0;1030;1775872;0;2675381;5512155;0;0;"https://portalepc.com.br/documentos/";"Pernambuco";"Nordeste";FALSE;FALSE;-2675381
"178";"PE";"COMPANHIA PERNAMBUCANA DE GÁS - COPERGÁS";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";303954822,41;75825977,86;"SIM";"SIM";"SIM";"307615.90999999997";"Sim";160;56039104,34;35613267,69;24822928,4;0;0;0;0;"https://www.copergas.com.br/portais/portal-da-governanca/carta-anual-de-politicas-publicas-e-governanca-corporativa/";"Pernambuco";"Nordeste";TRUE;FALSE;24822928,4
"179";"PI";"COMPANHIA DE GÁS DO PIAUI - GASPISA";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";59147,73;753860,44;"SIM";"SIM";"NÃO";"6000";"Não";0;3648;458588,14;0;0;0;191250;191250;NA;"Piauí";"Nordeste";FALSE;FALSE;-191250
"180";"PI";"EMPRESA DE GESTÃO DE RECURSOS DO ESTADO DO PIAUÍ S.A - EMGERPI";"ATIVA";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";42934955,33;-7671300,44;"SIM";"SIM";"NÃO";"454798.41999999998";"Não";647;0;80632516,94;0;95932389,64;82604504;11397696;27450819;NA;"Piauí";"Nordeste";FALSE;FALSE;-107330085,64
"181";"PI";"AGUAS E ESGOTOS DO PIAUI SA";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";-954703436,43;-140694965,1;"SIM";"SIM";"SIM";"606618.83999999997";"Não";1045;17993666;233779073,05;0;0;0;48535725,11;91934459,35;NA;"Piauí";"Nordeste";TRUE;FALSE;-48535725,11
"182";"PI";"Agência de Fomento e Desenvolvimento do Estado do Piauí S.A-PIAUÍ FOMENTO";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";17670066,29;-1594338,21;"SIM";"SIM";"SIM";"156000";"Não";16;15469917,15;2100473,07;0;0;0;1e+07;0;"www.fomento.pi.gov.br/cartaanual/";"Piauí";"Nordeste";TRUE;FALSE;-1e+07
"183";"PI";"COMPANHIA ADMINISTRADORA DA ZONA DE PROCESSAMENTO DE EXPORTACAO DE PARNAIBA-PI S/A";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";124197,61;3156266,95;"SIM";"SIM";"SIM";"9800";"Não";25;3059763,76;3060084,45;0;0;0;4161529,72;3093241,72;NA;"Piauí";"Nordeste";TRUE;FALSE;-4161529,72
"184";"PI";"COMPANHIA DE TERMINAIS ALFANDEGADOS DO PIAUÍ";"ATIVA";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1959243,6;-993962,55;"SIM";"SIM";"NÃO";"108000";"Não";10;0;636258,88;0;0;0;0;0;NA;"Piauí";"Nordeste";FALSE;FALSE;0
"185";"PI";"COMPANHIA METROPOLITANA DE TRANSPORTE PÚBLICO";"ATIVA";"TRANSPORTE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";20800000;160000;"SIM";"SIM";"NÃO";"159120";"Não";71;660000;3600000;0;6100000;4300000;0;0;NA;"Piauí";"Nordeste";FALSE;FALSE;-6100000
"186";"PR";"Fomento Paraná";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1848481107,75;54202823,54;"SIM";"SIM";"SIM";"495090.56";"Não";189;218858,94;35016695,23;3053136,42;0;0;80330000;70330000;NA;"Paraná";"Sul";TRUE;FALSE;-77276863,58
"187";"PR";"Centrais de Abastecimento do Paraná S.A";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";130890353,21;3454141,67;"SIM";"SIM";"NÃO";"21453.959999999999";"Não";56;4805032,87;24207392,51;1183549,66;0;0;250000;0;NA;"Paraná";"Sul";FALSE;FALSE;933549,66
"188";"PR";"Companhia Paranaense de Energia";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";20250520955,72;3909755625,93;"SIM";"SIM";"SIM";"492796";"Sim";148;9812458,64;1830529913,27;190663696,46;0;0;0;0;NA;"Paraná";"Sul";TRUE;FALSE;190663696,46
"189";"PR";"Companhia de Saneamento do Paraná";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";6943162607,14;996342896,1;"SIM";"SIM";"SIM";"303260.15000000002";"Sim";6382;968930787,7;1212195964,73;62055068,74;0;0;0;0;NA;"Paraná";"Sul";TRUE;FALSE;62055068,74
"190";"PR";"Companhia de Desenvolvimento Agropecuário do Paraná - CODAPAR";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";8877639,48;8524871,33;"NÃO";"SIM";"NÃO";"21110.119999999999";"Não";1;0;4494201;0;0;0;0;0;NA;"Paraná";"Sul";FALSE;FALSE;0
"191";"PR";"Companhia de Tecnologia da Informação e da Comunicação do Paraná";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";143898970;19540740;"SIM";"SIM";"SIM";"324084.47999999998";"Não";1083;1546893,67;170786061;627320,56;0;0;0;0;NA;"Paraná";"Sul";TRUE;FALSE;627320,56
"192";"PR";"Companhia de Habitação do Paraná";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";1254589671,38;-32269409,29;"SIM";"SIM";"NÃO";"523528.57000000001";"Não";368;47550080,53;74450271,33;0;69451857,41;58521443,15;73574423,9;31602035,85;NA;"Paraná";"Sul";FALSE;FALSE;-143026281,31
"193";"PR";"Instituto de Tecnologia do Paraná";"ATIVA";"OUTROS";"EMPRESA PÚBLICA";"Não Dependente";40354456,72;-72652580,48;"SIM";"SIM";"SIM";"319280.28000000003";"Não";326;592290,74;37596607,37;0;43863541,08;0;0;0;NA;"Paraná";"Sul";TRUE;FALSE;-43863541,08
"194";"PR";"Administração dos Portos de Paranaguá e Antonina";"ATIVA";"PORTOS E HIDROVIAS";"EMPRESA PÚBLICA";"Não Dependente";504132508,16;6700803,9;"SIM";"SIM";"SIM";"449820.20000000001";"Não";514;149162579,42;99135628,87;0;0;0;0;0;NA;"Paraná";"Sul";TRUE;FALSE;0
"195";"PR";"Estrada de Ferro Paraná Oeste S/A";"ATIVA";"TRANSPORTE";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";270320976,73;-3864658,67;"SIM";"SIM";"NÃO";"124927.3";"Não";134;0;12340684,52;0;0;0;0;5e+06;NA;"Paraná";"Sul";FALSE;FALSE;0
"196";"RJ";"COMPANHIA FLUMINENSE DE TRENS URBANOS - FLUMITRENS ""Em Liquidação""";"EM LIQUIDAÇÃO";"TRANSPORTE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-879385620,99;-679123227,14;"NÃO";"NÃO";"NÃO";"0";"Não";0;0;450048,16;0;2755821,72;2678079,21;0;0;NA;"Rio de Janeiro";"Sudeste";FALSE;FALSE;-2755821,72
"197";"RJ";"Companhia Estadual de Engenharia de Transportes e Logística - CENTRAL";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";1041009740,88;249610152,25;"SIM";"SIM";"SIM";"69914.720000000001";"Não";570;403414,48;45577507,4;0;53782836,22;67292889,67;0;0;NA;"Rio de Janeiro";"Sudeste";TRUE;FALSE;-53782836,22
"198";"RJ";"Companhia de Transportes Sobre Trilhos Estado RJ - RIOTRILHOS";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";588273458,51;-115388061,96;"SIM";"SIM";"SIM";"259094.22";"Não";364;0;36168428,11;0;64520778,84;61648991,59;0;0;NA;"Rio de Janeiro";"Sudeste";TRUE;FALSE;-64520778,84
"199";"RJ";"AGÊNCIA DE FOMENTO DO ESTADO DO RJ";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-478554562,05;-3442379,88;"SIM";"SIM";"SIM";"256751.51999999999";"Sim";128;348313,17;29101544,81;0;0;0;10555467,85;0;NA;"Rio de Janeiro";"Sudeste";TRUE;FALSE;-10555467,85
"200";"RJ";"COMPANHIA FLUMINENSE DE SECURUTIZAÇÃO S/A - CFSEC ""Em Liquidação""";"EM LIQUIDAÇÃO";"FINANCEIRO";"EMPRESA PÚBLICA";"Não Dependente";-170314,97;-2094;"NÃO";"NÃO";"NÃO";"0";"Não";0;0;0;0;0;0;0;0;NA;"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"201";"RJ";"IMPRENSA OFICIAL D ESTADO DO RIO DE JANEIRO";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Não Dependente";130639581,13;5974417,36;"SIM";"SIM";"NÃO";"179061.72";"Não";234;0;20078718,99;0;0;0;0;0;NA;"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"202";"RJ";"Empresa de Assistência Técnica e Extensão Rural do Etado do Rio de Janeiro - EMATER-RIO";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";78832,11;-18162,58;"SIM";"SIM";"SIM";"298413.56";"Não";588;0;79608604,31;0;93666210,78;87111831,6;0;0;NA;"Rio de Janeiro";"Sudeste";TRUE;FALSE;-93666210,78
"203";"RJ";"INSTITUTO VITAL BRAZIL S.A";"ATIVA";"SAÚDE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";21972512,05;8545542,56;"SIM";"SIM";"SIM";"7486460.7199999997";"Não";124;288889,02;27001072,61;0;48882025,01;48445637,06;0;0;NA;"Rio de Janeiro";"Sudeste";TRUE;FALSE;-48882025,01
"204";"RJ";"CENTRAIS ELETRICAS FLUMINENSES S/A - CELF ""Em liquidação""";"EM LIQUIDAÇÃO";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";82,93;0;"NÃO";"NÃO";"NÃO";"0";"Não";0;0;0;0;610;0;0;0;NA;"Rio de Janeiro";"Sudeste";FALSE;FALSE;-610
"205";"RJ";"Companhia de Turismo do Estado do Rio de Janeiro - TurisRio";"ATIVA";"TURISMO";"EMPRESA PÚBLICA";"Dependente";-386049,28;67209,19;"SIM";"SIM";"NÃO";"112710.53";"Não";66;0;6199234,36;0;11481895,99;7764834,8;3710,14;156321,52;NA;"Rio de Janeiro";"Sudeste";FALSE;FALSE;-11485606,13
"206";"RJ";"Distribuidora de Titulos e Valores Mobliarios do Estado do Rio de Janeiro S/A - DIVERJ ""Em Liquidação""";"EM LIQUIDAÇÃO";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";682620,09;3717,28;"NÃO";"NÃO";"NÃO";"0";"Não";0;0;139971,27;0;0;0;0;0;NA;"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"207";"RJ";"COMPANHIA DESENVOLVIMENTO INDUSTRIAL DO RJ";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";45793804,3;1392917,71;"SIM";"SIM";"NÃO";"245526.70999999999";"Não";76;2550;10272426,54;0;9543628,7;8165486,45;0;0;NA;"Rio de Janeiro";"Sudeste";FALSE;FALSE;-9543628,7
"208";"RJ";"BANCO DE DESENVOLVIMENTO DO ESTADO DO RJ S.A - BDRIO ""Em Liquidação""";"EM LIQUIDAÇÃO";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";2102686,64;-612538,55;"NÃO";"NÃO";"NÃO";"80511.809999999998";"Não";2;0;132080,17;0;0;0;0;0;NA;"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"209";"RJ";"Companhia de Transportes Coletivos do Estado do Rio de Janeiro ""Em Liquidação""";"EM LIQUIDAÇÃO";"TRANSPORTE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-5019400,47;-75045361,26;"NÃO";"NÃO";"NÃO";"100559.14";"Não";4;0;388924,13;0;463245,12;600073,66;0;0;NA;"Rio de Janeiro";"Sudeste";FALSE;FALSE;-463245,12
"210";"RJ";"COMPANHIA DE ARMAZÉNS E SILOS DO ESTADO DO RJ";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"EMPRESA PÚBLICA";"Dependente";862160,78;610671,2;"SIM";"SIM";"NÃO";"12147.959999999999";"Não";53;0;3217269,96;0;0;0;0;0;NA;"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"211";"RJ";"Companhia Estadual de Águas e Esgotos - CEDAE";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";7089254000;-2471500;"SIM";"SIM";"SIM";"1097546.5800000001";"Sim";5081;82178000;1267681000;11711800;0;0;0;0;NA;"Rio de Janeiro";"Sudeste";TRUE;FALSE;11711800
