"";"Estado";"emp";"sit";"setor";"esp";"dep";"PL";"lucros";"gov_ca";"gov_cf";"gov_aud";"maior_rem";"plr_rva";"qde_empregados";"desp_investimento";"desp_pessoal";"Dividendos";"Subvenção";"Subvenção (anterior)";"Reforço de Capital";"Reforço de Capital (anterior)";"capital";"var_capital";"var_acoes";"link";"Nome_estado";"REGIAO";"gov";"result_NA";"Resultado para o Estado Acionista"
"271";"SC";"BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL";"ATIVA";"FINANCEIRO";"EMPRESA PÚBLICA";"Não Dependente";3398314185,2;266612287,47;"SIM";"NÃO";"SIM";677428,32;"Sim";469;12354767,91;199108214,7;0;0;0;0;0;1734924000;216345000;216345000;"nan";"Santa Catarina";"Sul";FALSE;FALSE;0
"272";"SE";"Sergipe Gás SA";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";121313389,26;20109925,06;"SIM";"SIM";"NÃO";329988,8;"Sim";68;11353106,78;17424886,57;4150020,35;0;0;0;0;38181766,84;0;0;"https://transparencia,sergipegas,com,br/cms/";"Sergipe";"Nordeste";FALSE;FALSE;4150020,35
"273";"SE";"Companhia Estadual de Habitação e Obras Públicas";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";106621722;-4581497;"SIM";"SIM";"NÃO";460151;"Não";200;33519;26131072;0;0;0;0;2505031;515936758,6;2505030,60000002;2504781;"nan";"Sergipe";"Nordeste";FALSE;FALSE;0
"274";"SE";"Companhia de Desenvolvimento Economico de Sergipe";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";201678267,92;12386665,47;"SIM";"SIM";"NÃO";396164,36;"Não";115;8467936,98;21894312,12;0;41090247,13;26539315,76;0;0;118019938;0;0;"https://codise,se,gov,br";"Sergipe";"Nordeste";FALSE;FALSE;-41090247,13
"275";"SE";"Companhia de Desenvolvimento de Recursos Hídricos e Irrigação de Sergipe";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-14925401,54;-3318511,48;"SIM";"SIM";"NÃO";227621,89;"Não";315;0;45166588,73;0;54942543,83;46689609,87;0;0;96690083,2;0;0;"nan";"Sergipe";"Nordeste";FALSE;FALSE;-54942543,83
"276";"SE";"Companhia de Saneamento de Sergipe";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1755783019,06;40338366,61;"SIM";"SIM";"NÃO";740550,72;"Não";1629;135888094,46;265413404;0;0;0;76791256,32;132834145;1,302e+09;0;0;"https://transparencia,deso-se,com,br/";"Sergipe";"Nordeste";FALSE;FALSE;-76791256,32
"277";"SE";"Empresa de Desenvolvimento Sustentavel do Estado de Sergipe";"ATIVA";"DESENVOLVIMENTO REGIONAL";"EMPRESA PÚBLICA";"Dependente";244493,77;-87755,36;"SIM";"SIM";"NÃO";318097,5;"Não";58;0;8710183,08;0;8623702,84;8640975,35;0;0;2395568,41;0;0;"https://www,pronese,se,gov,br/transparencia";"Sergipe";"Nordeste";FALSE;FALSE;-8623702,84
"278";"SE";"Banco do Estado de Sergipe SA";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";561321570,21;83738998,15;"SIM";"SIM";"SIM";620750,62;"Sim";1281;14673198,91;208395363,67;16291825,55;0;0;0;0;4,26e+08;7,8e+07;0;"https://ri,banese,com,br/governanca-corporativa/carta-anual-de-governanca/";"Sergipe";"Nordeste";TRUE;FALSE;16291825,55
"279";"SE";"Empresa Sergipana de Turismo SA";"ATIVA";"TURISMO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";10589716,07;313866,16;"SIM";"SIM";"NÃO";512549,18;"Não";49;0;3423431,33;0;0;0;0;0;34550951;0;0;"https://www,se,gov,br/emsetur/emsetur_transparencia";"Sergipe";"Nordeste";FALSE;FALSE;0
"280";"SE";"Empresa Sergipana de Tecnologia da Informação";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Dependente";5813249,8;721516,08;"SIM";"SIM";"NÃO";228505,64;"Não";99;61217,99;7007821,59;876,75;0;0;0;0;8775120,96;0;0;"nan";"Sergipe";"Nordeste";FALSE;FALSE;876,75
"281";"SE";"Empresa de Desenvolvimento Agropecuário de Sergipe";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-42170384,42;-33529035,52;"SIM";"SIM";"NÃO";273602,52;"Não";420;1340304,34;50540174,34;0;56717540,78;60728204,8;0;0;37572872,11;0;0;"https://www,emdagro,se,gov,br/";"Sergipe";"Nordeste";FALSE;FALSE;-56717540,78
"282";"SE";"Servicos Graficos de Sergipe";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Não Dependente";2900118,56;-960921,92;"SIM";"SIM";"NÃO";21848,51;"Não";55;0;5699272,1;0;0;0;0;0;9e+06;0;0;"nan";"Sergipe";"Nordeste";FALSE;FALSE;0
"283";"SE";"Companhia Administradora da Zona de Processamento de Exportação de Sergipe";"ATIVA";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";10251,6;147,43;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;5e+05;0;0;"nan";"Sergipe";"Nordeste";FALSE;FALSE;0
"284";"SP";"COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO - CETESB";"ATIVA";"OUTROS";"EMPRESA PÚBLICA";"Dependente";273264421,27;67239280,95;"SIM";"SIM";"SIM";382379,93;"Não";1820;12488859;409107999,17;0;190608103;214901213;0;0;169574763,18;0;0;"https://cetesb,sp,gov,br/balancos-patrimoniais";"São Paulo";"Sudeste";TRUE;FALSE;-190608103
"285";"SP";"COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SÃO PAULO - CDHU";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"EMPRESA PÚBLICA";"Não Dependente";11042717893,52;-203364159,56;"SIM";"SIM";"SIM";305574;"Não";398;1741073765,79;104808927,79;0;0;0;1353788618;361223778;16162784580,89;361285580,889999;509511259;"nan";"São Paulo";"Sudeste";TRUE;FALSE;-1353788618
"286";"SP";"COMPANHIA DE SEGUROS DO ESTADO DE SÃO PAULO - COSESP - Em Liquidação";"EM LIQUIDAÇÃO";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";126249088,9;-1403217,85;"NÃO";"SIM";"NÃO";292524,13;"Não";32;2000;8624000;0;0;0;0;0;113676971;0;0;"nan";"São Paulo";"Sudeste";FALSE;FALSE;0
"287";"SP";"COMPANHIA PAULISTA DE PARCERIAS - CPP";"ATIVA";"GESTÃO DE ATIVOS";"EMPRESA PÚBLICA";"Não Dependente";1830906426,46;76743076,46;"SIM";"SIM";"NÃO";201945;"Não";6;0;4336569,57;90660275,43;0;0;0;0;1439412160,65;0;0;"nan";"São Paulo";"Sudeste";FALSE;FALSE;90660275,43
"288";"SP";"COMPANHIA PAULISTA DE SECURITIZAÇÃO - CPSEC";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";422956678,17;4559245,08;"SIM";"SIM";"SIM";237033,89;"Sim";2;0;444159,59;6200472,77;0;0;0;0;412973900;0;0;"https://portal,fazenda,sp,gov,br/Institucional/Paginas/CPSEC/CPSEC,aspx";"São Paulo";"Sudeste";TRUE;FALSE;6200472,77
"289";"SP";"COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";9640818843,26;-469383483,98;"SIM";"SIM";"SIM";336491,72;"Sim";6321;420842877,72;1119636666,03;0;1309652894,51;919288987,3;686415096,43;530368612,05;17529009420,09;0;0;"https://www,cptm,sp,gov,br/Governanca/BalancosDemonstrativos/Relat%C3%B3rio%20Integrado%20CPTM%202020,zip";"São Paulo";"Sudeste";TRUE;FALSE;-1996067990,94
"290";"SP";"COMPANHIA DOCAS DE SÃO SEBASTIÃO";"ATIVA";"PORTOS E HIDROVIAS";"EMPRESA PÚBLICA";"Dependente";214175557;-13485811;"SIM";"SIM";"NÃO";112726,25;"Não";85;0;17548384,97;0;9874602;10185232;0;196592;17748161;0;0;"nan";"São Paulo";"Sudeste";FALSE;FALSE;-9874602
"291";"SP";"COMPANHIA DO METROPOLITANO DE SAO PAULO - METRO";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Não Dependente";34015920421,05;-759405233;"SIM";"SIM";"SIM";572908,93;"Não";7736;1635070429,23;1546390093,24;0;559169988;0;1581279484,4;1715265035;42228185803,41;1589208080,73;359561;"https://transparencia,metrosp,com,br/sites/default/files/RELAT%C3%93RIO%20INTEGRADO%202021_0,pdf";"São Paulo";"Sudeste";TRUE;FALSE;-2140449472,4
"292";"SP";"COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRODESP";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Não Dependente";657960525,23;123352857,71;"SIM";"SIM";"SIM";567143,52;"Sim";1826;123732949,78;391389224,17;18073274,53;0;0;160352;0;666490179,51;160348926,92;2985875241;"https://www,prodesp,sp,gov,br/institucional/governanca-corporativa/";"São Paulo";"Sudeste";TRUE;FALSE;17912922,53
"293";"SP";"COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO - SABESP";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";24931859177,17;2305869404,75;"SIM";"SIM";"SIM";922666,75;"Sim";12515;4983032651,18;2656003089,56;136682365,34;0;0;0;0;7,545e+09;0;-1065;"nan";"São Paulo";"Sudeste";TRUE;FALSE;136682365,34
"294";"SP";"DERSA - DESENVOLVIMENTO RODOVIÁRIO S/A ""EM LIQUIDAÇÃO""";"EM LIQUIDAÇÃO";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";-610226534,26;-191691968,39;"NÃO";"SIM";"NÃO";354978,18;"Não";311;0;82878122,05;0;119033957,8;0;0;12977452,73;1861792600,2;0;0;"nan";"São Paulo";"Sudeste";FALSE;FALSE;-119033957,8
"295";"SP";"DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.";"ATIVA";"FINANCEIRO";"EMPRESA PÚBLICA";"Não Dependente";2303851476,16;101520638,78;"SIM";"SIM";"SIM";869337,74;"Sim";147;0;45881114,15;16202861,43;0;0;1114498636,49;0;2156432610;1114476346,06;902224132;"nan";"São Paulo";"Sudeste";TRUE;FALSE;-1098295775,06
"296";"SP";"EMAE - EMPRESA METROPOLITANA DE ÁGUAS E ENERGIA S.A";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";737734279,02;149918106,61;"SIM";"SIM";"SIM";456157,41;"Sim";430;96278453,8;111852384,3;105877381,33;0;0;0;0;111272243,41;-8396,93000000715;-1087;"https://emae,globalri,com,br/upload/files/0682_DF-EMAE-2021,pdf";"São Paulo";"Sudeste";TRUE;FALSE;105877381,33
"297";"SP";"EMPRESA METROPOLITANA DE TRANSPORTES URBANOS DE SÃO PAULO S/A - EMTU/SP";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Não Dependente";1957585792,51;-44976362,55;"SIM";"SIM";"SIM";361844,89;"Não";702;51530779,21;82869154,23;0;0;0;0;63718784,84;2408892663,93;0;0;"nan";"São Paulo";"Sudeste";TRUE;FALSE;0
"298";"SP";"INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO S/A - IPT";"ATIVA";"OUTROS";"EMPRESA PÚBLICA";"Dependente";106117153,53;-1995300,27;"SIM";"SIM";"SIM";394981,52;"Não";668;156282;113989728,02;0;98943128,71;87885931;514489,91;228925,91;268196636;-19670941,33;22905867;"nan";"São Paulo";"Sudeste";TRUE;FALSE;-99457618,62
"299";"TO";"AGÊNCIA DE FOMENTO DO ESTADO DO TOCANTINS S/A";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";22055528,18;-3089527,26;"SIM";"SIM";"SIM";191120,84;"Não";40;43000;2909855,1;0;0;0;1307847,1;11569416,52;41299611,73;1303923,55;0;"nan";"Tocantins";"Norte";TRUE;FALSE;-1307847,1
"300";"TO";"COMPANHIA IMOBILIÁRIA DE PARTICIPAÇÕES. INVESTIMENTOS E PARCERIAS DO ESTADO DO TOCANTINS - TOCANTINS PARCERIAS";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";59189818,31;4827376,31;"SIM";"SIM";"SIM";279088,89;"Sim";75;13723,33;7252360,08;0;0;0;8e+06;0;29979637;7832164,95;7832165;"nan";"Tocantins";"Norte";TRUE;FALSE;-8e+06
"301";"TO";"COMPANHIA DE MINERAÇÃO DO TOCANTINS";"EM LIQUIDAÇÃO";"MINERAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";999590,21;-44731,6;"SIM";"SIM";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;0;0;"nan";"Tocantins";"Norte";FALSE;FALSE;0
"302";NA;NA;NA;NA;NA;"Não Informado";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;NA
"303";NA;NA;NA;NA;NA;"Não Informado";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;9879054297,73;8580965734,6;7515026749,65;4413032459,78;NA;NA;NA;NA;NA;NA;FALSE;FALSE;-17394081047,38
"304";NA;NA;NA;NA;NA;"Não Informado";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0,151275346304655;NA;0,702916717278042;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;-0,854192063582697
