"";"Estado";"emp";"sit";"setor";"esp";"dep";"PL";"lucros";"gov_ca";"gov_cf";"gov_aud";"maior_rem";"plr_rva";"qde_empregados";"desp_investimento";"desp_pessoal";"Dividendos";"Subvenção";"Subvenção (anterior)";"Reforço de Capital";"Reforço de Capital (anterior)";"capital";"var_capital";"var_acoes";"link";"Nome_estado";"REGIAO";"gov";"result_NA";"Resultado para o Estado Acionista"
"204";"RN";"Centrais de Abastecimento do Rio Grande do Norte S/A";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";1691272;361239;"SIM";"SIM";"NÃO";175077;"Não";108;0;8068306;0;7083705;7078128;0;0;2165209;0;0;"http://adcon,rn,gov,br/ACERVO/ceasa/DOC/DOC000000000244794,PDF";"Rio Grande do Norte";"Nordeste";FALSE;FALSE;-7083705
"205";"RN";"EMPRESA DE PESQUISA AGROPECUÁRIA DO RN - EMPARN";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-3629858,05;-646074,94;"SIM";"SIM";"NÃO";263666,64;"Não";89;0;15203257,57;0;16032418,05;15532094,69;0;0;863889;0;0;"nan";"Rio Grande do Norte";"Nordeste";FALSE;FALSE;-16032418,05
"206";"RN";"Empresa Gestora de Ativos - EMGERN";"ATIVA";"GESTÃO DE ATIVOS";"EMPRESA PÚBLICA";"Não Dependente";79059,83;0;"SIM";"SIM";"NÃO";13376,09;"Não";24;0;1744804,97;0;0;0;0;0;0;0;0;"http://www.adcon.rn.gov.br/ACERVO/EMGERN/DOC/DOC000000000274950.PDF";"Rio Grande do Norte";"Nordeste";FALSE;FALSE;0
"207";"RN";"COMPANHIA DE PROCESSAMENTO DE DADOS DO RN - DATANORTE";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";224761906;-13836878;"SIM";"SIM";"NÃO";178347,73;"Não";63;0;23757444;0;2834416;2863552;0;0;1954853;0;0;"nan";"Rio Grande do Norte";"Nordeste";FALSE;FALSE;-2834416
"208";"RN";"EMPRESA POTIGUAR DE PROMOÇÃO TURÍSTICA S.A.";"ATIVA";"TURISMO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";1665563,77;-1082048,62;"SIM";"SIM";"SIM";100402,69;"Não";33;0;3661313,79;0;11111261,05;5293873,35;0;0;3800000;0;0;"nan";"Rio Grande do Norte";"Nordeste";TRUE;FALSE;-11111261,05
"209";"RS";"Companhia de Processamento de Dados do Estado do RS - PROCERGS";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";-13566482,14;28602866,12;"SIM";"SIM";"SIM";465482,26;"Sim";1049;0;241354835,69;0;0;0;0;0;115319287,84;0;0;"https://www,procergs,rs,gov,br/carta-de-governanca-corporativa";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"210";"RS";"Caixa de Administração da Dívida Pública Estadual - CADIP";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";210200000;-149000;"SIM";"SIM";"NÃO";0;"Não";3;0;0;0;0;0;0;0;210200000;0;0;"http://www.cadip.rs.gov.br/lista/631/carta-anual-de-governanca-corporativa";"Rio Grande do Sul";"Sul";FALSE;FALSE;0
"211";"RS";"Companhia Riograndense de Mineração - CRM";"ATIVA";"MINERAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";286945492,14;-14128463,83;"SIM";"SIM";"SIM";374356,18;"Não";306;0;24899421,12;0;0;0;0;0;289465153,33;0;0;"https://www,crm,rs,gov,br/documentos-institucionais";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"212";"RS";"Companhia Riograndense de Saneamento - CORSAN";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";3222315000;350469000;"SIM";"SIM";"SIM";679553,24;"Sim";5607;791000;593963458,29;345205199,67;0;0;0;0;1878540000;196212000;0;"https://www,corsan,com,br/carta-anual";"Rio Grande do Sul";"Sul";TRUE;FALSE;345205199,67
"213";"RS";"Companhia Estadual de Geração de Energia Elétrica - CEEE-G";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";916451045,8;209632699,99;"SIM";"SIM";"SIM";320543,54;"Não";237;2581071078,42;42970066,49;0;0;0;0;0;386975695,47;386975695,47;65,87;"nan";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"214";"RS";"Banco do Estado do Rio Grande do Sul - BANRISUL";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";9046217000;948535000;"SIM";"SIM";"SIM";1368450;"Sim";10725;2256357000;1881441000;219526059,36;0;0;0;0;5,2e+09;0;0;"https://ri,banrisul,com,br/governanca-corporativa/carta-anual-de-governanca-corporativa-2/";"Rio Grande do Sul";"Sul";TRUE;FALSE;219526059,36
"215";"RS";"BADESUL Desenvolvimento S.A. - Agência de Fomento/RS";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";769025000;21119000;"SIM";"SIM";"SIM";347357,75;"Sim";116;401000;32561000;0;0;0;0;0;756343000;0;0;"https://www,badesul,com,br/transparencia";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"216";"RS";"Companhia de Gás do Estado RGS - SULGÁS";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";159937000;72657000;"SIM";"SIM";"SIM";0;"Não";141;2000;24096271,93;28800128,92;0;0;0;0;0;-81187000;-51;"https://www,sulgas,com,vc/apresentacao";"Rio Grande do Sul";"Sul";TRUE;FALSE;28800128,92
"217";"RS";"Centrais de Abastecimento do Rio Grande do Sul - CEASA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";17750319,79;1109393,52;"SIM";"SIM";"SIM";289509,45;"Não";46;23543,15;3569292,15;0;0;0;0;0;21877617,98;0;0;"http://ceasa,rs,gov,br/portal-transparencia/";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"218";"RS";"Empresa Gaúcha de Rodovias - EGR";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Não Dependente";46604000;1300;"SIM";"SIM";"SIM";232127,22;"Não";59;0;46423926,06;0;0;0;0;0;43583815,59;0;0;"nan";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"219";"RS";"Companhia Estadual de Silos e Armazéns - CESA";"EM LIQUIDAÇÃO";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";-424474713,56;48256301,99;"SIM";"SIM";"NÃO";461008,86;"Não";12;8934,22;13054149,49;0;0;0;0;0;193337426,29;0;0;"nan";"Rio Grande do Sul";"Sul";FALSE;FALSE;0
"220";"RS";"Companhia Estadual de Energia Elétrica Participações - CEEE-Par";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";826252200,7;907381400,07;"SIM";"SIM";"SIM";0;"Não";0;1946398412,88;0;0;0;0;0;0;319771069,17;0;0;"nan";"Rio Grande do Sul";"Sul";TRUE;FALSE;0
"221";"RJ";"AGÊNCIA DE FOMENTO DO ESTADO DO RJ AS";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";498024615,95;34470053,9;"SIM";"SIM";"SIM";351352,43;"Sim";133;72132;30837722,5;0;0;0;0;0;479504097,72;0;0;"nan";"Rio de Janeiro";"Sudeste";TRUE;FALSE;0
"222";"RJ";"Empresa de Assistência Técnica e Extensão Rural do Etado do Rio de Janeiro - EMATER-RIO";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-233390,14;-314222,25;"SIM";"SIM";"NÃO";321598,93;"Não";589;12300;85384631,17;0;97325294,49;93666210,78;0;0;8310646,55;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-97325294,49
"223";"RJ";"BANCO DE DESENVOLVIMENTO DO ESTADO DO RJ S/A EM LIQUIDAÇÃO";"EM LIQUIDAÇÃO";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";2612834,84;510148,2;"NÃO";"NÃO";"NÃO";99139,36;"Não";2;0;334465,03;0;0;0;0;0;158987017,12;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"224";"RJ";"CENTRAIS ELETRICAS FLUMINENSES S.A. CELF - EM LIQUIDAÇÃO ORDINÁRIA";"EM LIQUIDAÇÃO";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";82,93;0;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;9225032,81;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"225";"RJ";"DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS DO EST. DO RJ S.A - EM LIQUIDAÇÃO ORDINÁRIA";"EM LIQUIDAÇÃO";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";681006,68;-1613,41;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;11467019,41;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"226";"RJ";"COMPANHIA FLUMINENSE DE TRENS URBANOS - FLUMITRENS E/L";"EM LIQUIDAÇÃO";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";-1075636476,74;-888816036,97;"NÃO";"NÃO";"NÃO";0;"Não";5;0;410567,34;0;2800168,14;2755821,72;0;0;9430415,98;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-2800168,14
"227";"RJ";"COMPANHIA DO METROPOLITANO DO RIO DE JANEIRO - METRÔ E/L";"EM LIQUIDAÇÃO";"TRANSPORTE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-607732133,25;-4634255177,54;"NÃO";"NÃO";"NÃO";0;"Não";0;66000;0;0;24690,77;48933,04;0;0;3808580170,05;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-24690,77
"228";"RJ";"INSTITUTO VITAL BRAZIL S/A";"ATIVA";"SAÚDE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-6756665;9582360;"SIM";"SIM";"NÃO";198403,42;"Não";403;1703107,89;31854158,86;0;76311248;4504037;0;0;16024140,67;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-76311248
"229";"RJ";"COMPANHIA FLUMINENSE DE SECURITIZAÇÃO S.A.- EM LIQUIDAÇÃO ORDINÁRIA";"EM LIQUIDAÇÃO";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";-170944,97;-630;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;4729443;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"230";"RJ";"Empresa de Pesquisa Agropecuária do Estado do Rio de Janeiro - Pesagro/RJ";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-8731546,02;383537,34;"SIM";"SIM";"NÃO";271233,11;"Não";261;129011,3;32222655,45;0;0;0;0;0;811974,32;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"231";"RJ";"Companhia Estadual de Engenharia de Transportes e Logística - CENTRAL-RJ";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";744749415,49;196274507,21;"SIM";"SIM";"SIM";324351,07;"Não";436;0;43963926,96;0;56393151,66;53782836,22;0;0;1096356964,24;0;0;"nan";"Rio de Janeiro";"Sudeste";TRUE;FALSE;-56393151,66
"232";"RJ";"COMPANHIA ESTADUAL DE HABITAÇÃO DO RIO DE JANEIRO";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";117866046,65;-996141,96;"SIM";"SIM";"NÃO";237051,63;"Não";339;67575513,05;53061451,08;0;143449305,56;109283877,1;0;0;242087910,54;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-143449305,56
"233";"RJ";"COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS DO RIO DE JANEIRO";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";7541103000;27136000;"SIM";"SIM";"SIM";1339248;"Não";3441;217564000;1351848000;0;0;0;0;0;3015828000;0;0;"nan";"Rio de Janeiro";"Sudeste";TRUE;FALSE;0
"234";"RJ";"IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Não Dependente";145731648,59;15092067,46;"SIM";"SIM";"NÃO";0;"Não";299;0;22254045,42;0;0;0;0;0;99385118,92;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"235";"RJ";"Companhia de Armazéns e Silos do Estado do Rio de Janeiro";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";951453,75;-45047,19;"SIM";"SIM";"NÃO";174759,47;"Não";58;0;3048044,48;0;4276543,31;3268248,23;0;0;1520887,26;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-4276543,31
"236";"RJ";"CEASA-RJ";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";38150809,89;-231235,68;"SIM";"SIM";"NÃO";162828,3;"Não";247;1960604,88;17682448,06;0;10446448,12;8582395,77;0;0;33788930,85;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-10446448,12
"237";"RJ";"Companhia de Desenvolvimento Industrial do Estado do Rio de Janeiro";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";42541238,64;-3970174,75;"SIM";"SIM";"NÃO";286378,12;"Não";97;0;868288,47;0;11823965,85;9543628,7;0;0;32114375,34;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-11823965,85
"238";"RJ";"COMPANHIA DE TRANSPORTES SOBRE TRILHOS RJ";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";397765116,54;-190508341,57;"SIM";"SIM";"SIM";239257,06;"Não";368;0;35509186,93;0;53216000;64523000;0;0;5653397155,36;0;0;"nan";"Rio de Janeiro";"Sudeste";TRUE;FALSE;-53216000
"239";"RJ";"Companhia de Turismo do Estado do Rio de Janeiro - TurisRio";"ATIVA";"TURISMO";"EMPRESA PÚBLICA";"Dependente";-159157,28;226892;"SIM";"SIM";"NÃO";117403,66;"Não";54;0;4649901,2;0;0;0;0;0;8561991,97;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"240";"RJ";"Empresa de Obras Públicas do Estado do Rio de Janeiro";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"EMPRESA PÚBLICA";"Dependente";-278125443,78;-323475;"SIM";"SIM";"NÃO";410798,21;"Não";440;0;258204,85;0;0;0;0;0;2478567,69;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;0
"241";"RJ";"COMPANHIA DE TRANSPORTES COLETIVOS DO ESTADO DO RIO DE JANEIRO - CTC-RJ";"EM LIQUIDAÇÃO";"TRANSPORTE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-6176078,96;-76204039,75;"NÃO";"NÃO";"NÃO";95955,76;"Não";4;0;408190,7;0;480323,11;450438,19;0;0;70025960,79;0;0;"nan";"Rio de Janeiro";"Sudeste";FALSE;FALSE;-480323,11
"242";"RO";"BANCO DO ESTADO DE RONDONIA S/A";"EM LIQUIDAÇÃO";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";0;0;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;0;0;"nan";"Rondônia";"Norte";FALSE;FALSE;0
"243";"RO";"COMPANHIA DE DESENVOLVIMENTO URBANO E RURAL DE RONDONIA";"EM LIQUIDAÇÃO";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";0;0;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;0;0;"nan";"Rondônia";"Norte";FALSE;FALSE;0
"244";"RO";"COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE RONDONIA";"EM LIQUIDAÇÃO";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";0;0;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;0;0;"nan";"Rondônia";"Norte";FALSE;FALSE;0
"245";"RO";"RONDONIA CREDITO IMOBILIARIO SA";"EM LIQUIDAÇÃO";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";0;0;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;0;0;"nan";"Rondônia";"Norte";FALSE;FALSE;0
"246";"RO";"COMPANHIA DE MINERAÇÃO DE RONDÔNIA - CMR";"ATIVA";"MINERAÇÃO";"EMPRESA PÚBLICA";"Não Dependente";1841848276,03;1351000,24;"SIM";"SIM";"NÃO";213333,33;"Não";22;34067,29;2142718,5;0;0;0;0;0;25988034,1;0;0;"nan";"Rondônia";"Norte";FALSE;FALSE;0
"247";"RO";"SOCIEDADE DE PORTOS E HIDROVIAS DO ESTADO DE RONDONIA";"ATIVA";"PORTOS E HIDROVIAS";"EMPRESA PÚBLICA";"Não Dependente";873441,05;-128732,28;"SIM";"SIM";"NÃO";254774,52;"Não";77;0;5186468,36;0;0;0;0;0;2700000;0;0;"nan";"Rondônia";"Norte";FALSE;FALSE;0
"248";"RO";"COMPANHIA RONDONIENSE DE GÁS - RONGÁS";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1882430,48;-9720540,48;"SIM";"SIM";"NÃO";144000;"Não";10;0;454710,99;0;0;0;170000;0;7838110;585000;85000;"nan";"Rondônia";"Norte";FALSE;FALSE;-170000
"249";"RO";"COMPANHIA DE ÁGUA E ESGOTO DE RONDÔNIA";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1754444388;-73682504;"SIM";"SIM";"NÃO";401701;"Não";639;15050209;98891000;0;2341937;5326992;0;0;162631833;0;0;"https://transparencia,caerd-ro,com,br/governanca";"Rondônia";"Norte";FALSE;FALSE;-2341937
"250";"RR";"AGENCIA DE FOMENTO DO ESTADO DE RORAIMA S/A";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";12263423,24;174721,67;"SIM";"SIM";"NÃO";23175;"Não";35;0;388333,33;0;5390826,89;4853455,53;5259095,11;0;5259095,11;5259095,11;5254452;"nan";"Roraima";"Norte";FALSE;FALSE;-10649922
"251";"RR";"COMPANHIA DE ÁGUAS E ESGOTOS DE RORAIMA - CAER";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";-615327216,29;-119486313,74;"SIM";"SIM";"NÃO";278100;"Não";773;7449523,06;71394258,1;0;0;0;0;0;47210883,62;0;0;"nan";"Roraima";"Norte";FALSE;FALSE;0
"252";"RR";"COMPANHIA ENERGÉTICA DE RORAIMA - CERR";"EM LIQUIDAÇÃO";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-45891504,65;-30248948,22;"SIM";"SIM";"SIM";309000;"Não";277;0;52110633,55;0;15099888,09;31084715,96;0;0;1313101397,05;0;0;"nan";"Roraima";"Norte";TRUE;FALSE;-15099888,09
"253";"RR";"COMPANHIA DE DESENVOLVIMENTO DE RORAIMA - CODESAIMA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";85383810,73;-37437458,92;"SIM";"SIM";"NÃO";280020;"Não";217;293493,34;16927417,83;0;24106938,57;17160911,34;0;0;533496172,04;0;0;"nan";"Roraima";"Norte";FALSE;FALSE;-24106938,57
"254";"RR";"RÁDIO RORAIMA";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Dependente";-2260618,02;-158043,54;"SIM";"NÃO";"SIM";130000;"Não";55;0;3189860,84;0;5643493,91;4514009,86;0;0;8e+05;0;0;"nan";"Roraima";"Norte";FALSE;FALSE;-5643493,91
"255";"SC";"COMPANHIA DE HABITAÇÃO DO ESTADO DE SANTA CATARINA - COHAB/SC";"EM LIQUIDAÇÃO";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-20212050,15;6418387,33;"SIM";"SIM";"NÃO";209401,25;"Não";21;0;3800433,46;0;3808289,65;5488228,36;0;0;32300207;0;0;"nan";"Santa Catarina";"Sul";FALSE;FALSE;-3808289,65
"256";"SC";"Companhia Integrada de Desenvolvimento Agrícola de Santa Catarina";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";1385948,06;304261,3;"SIM";"SIM";"NÃO";354859,27;"Não";1277;1360836,24;190763155,52;0;195881081,87;201023573,83;0;0;42408423,68;0;0;"http://www,cidasc,sc,gov,br/wp-content/uploads/2022/03/CARTA-ANUAL-DE-GOVERNAN%C3%87A-CORPORATIVA-CIDASC-2021-ULTIMA-VERS%C3%83O,docx,pdf";"Santa Catarina";"Sul";FALSE;FALSE;-195881081,87
"257";"SC";"EMPRESA DE PESQUISA AGROPECUÁRIA E EXTENSÃO RURAL DE SANTA CATARINA";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-2485142,04;-14266827,47;"SIM";"SIM";"NÃO";468586,45;"Não";1916;11528375,58;322894360,11;0;365207403,45;372391251,6;0;0;175063963,93;7459623,21000001;5286251,84999999;"nan";"Santa Catarina";"Sul";FALSE;FALSE;-365207403,45
"258";"SC";"SANTA CATARINA TURISMO S/A";"EM LIQUIDAÇÃO";"TURISMO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";1342901;5578;"NÃO";"SIM";"NÃO";200806;"Não";31;0;4531579;0;0;0;0;0;3528671;0;0;"nan";"Santa Catarina";"Sul";FALSE;FALSE;0
"259";"SC";"AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A. - BADESC";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";762013543,95;66834726,97;"SIM";"SIM";"SIM";586449,68;"Não";132;0;41194958,33;31785072,9;0;0;102500003;26000007;638204848,26;102500003;42625565;"http://transparencia,badesc,gov,br/";"Santa Catarina";"Sul";TRUE;FALSE;-70714930,1
"260";"SC";"BESCOR BESC CORRETORA DE SEGUORS E ADMINISTRADORA DE BENS";"EM LIQUIDAÇÃO";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";3709793,03;177766,63;"NÃO";"SIM";"NÃO";105191,04;"Não";3;0;19678,66;0;0;0;42000;235000;3639176,05;0;0;"nan";"Santa Catarina";"Sul";FALSE;FALSE;-42000
"261";"SC";"Centrais de Abastecimento de Santa Catarina - CEASA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";9916508,97;1173263,91;"SIM";"SIM";"NÃO";13132,82;"Não";40;2085411,36;2178678,85;0;0;0;0;0;12735232,08;12735232,08;0;"nan";"Santa Catarina";"Sul";FALSE;FALSE;0
"262";"SC";"Centrais Elétricas de Santa Catarina S. A.";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";2621369000;563172000;"SIM";"SIM";"SIM";815144,13;"Sim";6126;777067537;701818000;24675847,4;0;0;0;0;500960000;230280000;-191;"nan";"Santa Catarina";"Sul";TRUE;FALSE;24675847,4
"263";"SC";"CENTRO DE INFORMATICA E AUTOMAÇÃO DO ESTADO DE SC S/A - CIASC";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Não Dependente";56399939,3;3239095,4;"SIM";"SIM";"NÃO";466098,59;"Não";353;18071438,17;84976637,33;0;0;0;0;0;66288995,5;2600000;-1400000;"nan";"Santa Catarina";"Sul";FALSE;FALSE;0
"264";"SC";"Companhia Catarinense de Águas e Saneamento - CASAN";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1671985116,29;134950325,77;"SIM";"SIM";"SIM";528190,83;"Não";3124;252260997,16;437532121,79;0;0;0;130248792,44;37185875,16;239171699,47;-230625304,75;110509780;"https://ri,casan,com,br/governanca-corporativa/carta-anual-de-politicas-publicas-e-governanca-corporativa/";"Santa Catarina";"Sul";TRUE;FALSE;-130248792,44
"265";"SC";"Companhia de Distritos Industriais de Santa Catarina (Codisc)";"EM LIQUIDAÇÃO";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1806880,11;165185,56;"NÃO";"SIM";"NÃO";42503,62;"Não";1;0;42503,62;0;0;0;202096,17;377853,96;28806497,91;377853,960000001;1234816862;"nan";"Santa Catarina";"Sul";FALSE;FALSE;-202096,17
"266";"SC";"COMPANHIA HIDROMINERAL CALDAS DA IMPERATRIZ";"ATIVA";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1849540,43;-1208562,77;"SIM";"SIM";"NÃO";53323,38;"Não";52;236414,1;1350561,6;0;0;0;0;0;1616016,74;0;0;"nan";"Santa Catarina";"Sul";FALSE;FALSE;0
"267";"SC";"Administradora da Zona de Processamento de Exportação S/A - IAZPE";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-1128867,97;-125641,14;"SIM";"SIM";"NÃO";0;"Não";0;0;31266,72;0;0;0;111131,92;101909,52;21259294,32;101909,52;101909,52;"nan";"Santa Catarina";"Sul";FALSE;FALSE;-111131,92
"268";"SC";"Santa Catarina Participação e Investimentos S/A";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";-7977177631,48;-90859,76;"SIM";"SIM";"SIM";0;"Não";0;0;0;0;0;0;0;0;0;0;0;"nan";"Santa Catarina";"Sul";TRUE;FALSE;0
"269";"SC";"SAPIENS PARQUE SA";"ATIVA";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";350659790,81;8740977,95;"SIM";"SIM";"NÃO";84000;"Não";14;54723;116902,5;0;0;0;7454850,39;2792115;285386230;27545180;3045180;"nan";"Santa Catarina";"Sul";FALSE;FALSE;-7454850,39
"270";"SC";"SC PARTICIPACOES E PARCERIAS S.A. - SCPAR";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";197802234,16;17781852,1;"SIM";"SIM";"SIM";248567,8;"Não";31;83589;8893221,57;0;0;0;3807394,34;6246180;239171699,47;-230625304,75;-224379124;"nan";"Santa Catarina";"Sul";TRUE;FALSE;-3807394,34
